"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Assay Type";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL4313920";"A";"Binding affinity to trypsin in bovine pancreas in phosphate buffer assessed as increase in emission intensity at 530 nm at 5 uM measured at pH 8 by fluorescence emission spectrum analysis";"Bos taurus";"1";"1";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638206";"Pancreas";"";"";"CHEMBL4311972";"31542713";"10.1016/j.ejmech.2019.111676";"2019";"Eur J Med Chem";"183";"111676";"111676";"";"";"";"";"";""
"CHEMBL4008731";"A";"Stability in bovine liver extracts assessed as bovine liver glycosidase mediated compound cleavage by TLC analysis";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4007413";"28177244";"10.1021/acs.jmedchem.6b01773";"2017";"J Med Chem";"60";"2142";"2147";"";"";"";"";"";""
"CHEMBL3826553";"A";"Cytotoxicity against BAEC assessed as reduction in cell viability measured after 24 hrs by MTT assay";"Bos taurus";"20";"20";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"BAEC";"";"CHEMBL3822454";"27162124";"10.1016/j.ejmech.2016.04.067";"2016";"Eur. J. Med. Chem.";"119";"197";"217";"";"";"";"";"";""
"CHEMBL1248370";"A";"Permeability across BBMEC cocultured with rat C6 cell BBB model after 24 hrs in presence of 0.1 ug/ml lipoteichoic acid";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"C6";"";"CHEMBL1240370";"19995929";"10.1128/aac.01263-09";"2010";"Antimicrob. Agents Chemother.";"54";"1305";"1310";"";"";"";"";"";""
"CHEMBL874745";"A";"Cytotoxicity in MDBK (Madin-darby bovine kidney) cells";"Bos taurus";"17";"18";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1138786";"15456271";"10.1021/jm049677d";"2004";"J. Med. Chem.";"47";"5265";"5275";"";"";"";"";"";""
"CHEMBL918148";"A";"Stability in fetal calf serum at 500 uM at 37 degC";"Bos taurus";"6";"9";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1149314";"15615539";"10.1021/jm040116w";"2004";"J. Med. Chem.";"47";"6902";"6913";"";"";"";"";"";""
"CHEMBL2214142";"A";"Binding affinity to BSA assessed as effective quenching constant at pH 7.4 at 310K by fluorescence spectroscopy based modified Stern-Volmer method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2203243";"22863183";"10.1016/j.ejmech.2012.07.015";"2012";"Eur. J. Med. Chem.";"55";"164";"175";"";"";"";"";"";""
"CHEMBL1003937";"A";"Cytotoxicity against bovine chondrocytes at 10 mM after 96 hrs by MTT cell viability assay";"Bos taurus";"8";"8";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MTT";"";"CHEMBL1140054";"18714981";"10.1021/jm800594c";"2008";"J. Med. Chem.";"51";"5807";"5812";"";"";"";"";"";""
"CHEMBL1067593";"A";"Apparent permeability in BBMEC assessed as compound transport after 2 hrs";"Bos taurus";"8";"8";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1157615";"20170117";"10.1021/jm901654x";"2010";"J. Med. Chem.";"53";"2354";"2363";"";"";"";"";"";""
"CHEMBL4373211";"A";"Inhibition of bovine alpha-chymotrypsin assessed as residual activity at 200 uM relative to control";"Bos taurus";"14";"14";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4371075";"30571121";"10.1021/acs.jmedchem.8b01466";"2019";"J Med Chem";"62";"774";"797";"";"";"";"";"";""
"CHEMBL3583183";"A";"Binding affinity to bovine serum albumin assessed as Stem-Volmer quenching constant at 310K by fluorescence spectroscopy";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3580535";"25453788";"10.1016/j.bmcl.2014.10.048";"2015";"Bioorg. Med. Chem. Lett.";"25";"148";"152";"";"";"";"";"";""
"CHEMBL3803370";"A";"Stability of compound assessed as bovine trypsin mediated degradation at 2 to 5 mM after 24 hrs by HPLC/MS analysis";"Bos taurus";"18";"18";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3797163";"26958984";"10.1021/acs.jmedchem.5b01740";"2016";"J. Med. Chem.";"59";"3079";"3086";"";"";"";"";"";""
"CHEMBL3773145";"A";"Binding affinity to bovine beta-lactoglobulin assessed as bimolecular quenching rate constant at 290 K after 10 mins by fluorescence assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3769334";"26924214";"10.1016/j.bmc.2016.02.020";"2016";"Bioorg. Med. Chem.";"24";"1504";"1512";"";"";"";"";"";""
"CHEMBL2214143";"A";"Binding affinity to BSA assessed as effective quenching constant at pH 7.4 at 304K by fluorescence spectroscopy based modified Stern-Volmer method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2203243";"22863183";"10.1016/j.ejmech.2012.07.015";"2012";"Eur. J. Med. Chem.";"55";"164";"175";"";"";"";"";"";""
"CHEMBL3054629";"A";"Binding affinity to Bos taurus (bovine) serum albumin after 5 min at 25 degC by Stern-Volmer plot analysis";"Bos taurus";"5";"15";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3044606";"None";"10.1007/s00044-009-9270-0";"2010";"Med Chem Res";"19";"1287";"1295";"";"";"";"";"";""
"CHEMBL4352912";"A";"Stability in 2.5% fetal bovine serum containing medium assessed as drug decomposition measured as Dau=Aoa-LR-OH and H-RYVHLPYAT-NH2 metabolite formation with loss of sugar content at 30 uM measured after 24 hrs by LC/MS analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4350976";"31100648";"10.1016/j.ejmech.2019.05.016";"2019";"Eur J Med Chem";"176";"105";"116";"";"";"";"";"";""
"CHEMBL2172875";"A";"Binding affinity to bovine serum albumin at 0.125 mM after 2 hrs by FTIR spectroscopic analysis";"Bos taurus";"2";"2";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL3773147";"A";"Binding affinity to bovine beta-lactoglobulin assessed as bimolecular quenching rate constant at 310 K after 10 mins by fluorescence assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3769334";"26924214";"10.1016/j.bmc.2016.02.020";"2016";"Bioorg. Med. Chem.";"24";"1504";"1512";"";"";"";"";"";""
"CHEMBL4022331";"A";"Metabolic stability in 10% fetal bovine serum assessed as compound remaining at 37 degC by RP-HPLC method";"Bos taurus";"2";"2";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4020784";"28532670";"10.1016/j.bmcl.2017.05.031";"2017";"Bioorg Med Chem Lett";"27";"3135";"3138";"";"";"";"";"";""
"CHEMBL1948386";"A";"Induction of phospholipidosis in bovine corneal fibroblasts assessed as lamellar inclusion bodies at 2.5 to 20 uM after 72 hrs by light microscopy";"Bos taurus";"1";"1";"BAO_0000221";"tissue-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638190";"Cornea";"Corneal fibroblast";"";"CHEMBL1944531";"22122484";"10.1021/jm201082a";"2012";"J. Med. Chem.";"55";"126";"139";"";"";"";"";"";""
"CHEMBL2172880";"A";"Binding affinity to bovine serum albumin beta-antiparallel (1692 to 1680 cm'-1) at 0.1 mM after 2 hrs by FTIR spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2169873";"22197381";"10.1016/j.ejmech.2011.12.002";"2012";"Eur. J. Med. Chem.";"48";"114";"123";"";"";"";"";"";""
"CHEMBL642714";"A";"Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the presence of formaldehyde using calf thymus DNA at 1 M";"Bos taurus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1133544";"11101362";"10.1021/jm0003438";"2000";"J. Med. Chem.";"43";"4711";"4720";"";"";"";"";"";""
"CHEMBL2072396";"A";"Cytotoxicity against bovine articular chondrocytes assessed as cell viability at 0.1 mM by MTT assay relative to control";"Bos taurus";"13";"13";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2069258";"22501024";"10.1021/jm300074y";"2012";"J. Med. Chem.";"55";"4629";"4639";"";"";"";"";"";""
"CHEMBL3292495";"A";"Prodrug conversion assessed as bovine legumain-mediated valyl colchicine release at 1 mg/ml after 24 hrs in pH 5.0 acetate buffer by HPLC method";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3286238";"24842619";"10.1016/j.bmc.2014.04.056";"2014";"Bioorg. Med. Chem.";"22";"3309";"3315";"";"";"";"";"";""
"CHEMBL1941364";"A";"Cytotoxicity against MDBK cells after 48 to 96 hrs by MTT assay";"Bos taurus";"44";"44";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL1938334";"22047799";"10.1016/j.bmc.2011.10.009";"2011";"Bioorg. Med. Chem.";"19";"7070";"7084";"";"";"";"";"";""
"CHEMBL4153941";"A";"Inhibition of recombinant bovine eNOS using [3H]L-arginine as substrate preincubated for 15 mins followed by NADPH addition measured after 20 mins in presence of FMN/FAD by liquid scintillation counting method";"Bos taurus";"20";"20";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4152230";"29689474";"10.1016/j.ejmech.2018.04.027";"2018";"Eur J Med Chem";"152";"53";"64";"";"";"";"";"";""
"CHEMBL3812996";"A";"Binding affinity to bovine serum albumin assessed as hyperchromicity in absorption spectra up to 20 uM after 5 mins by UV-visible spectroscopic analysis relative to control";"Bos taurus";"13";"13";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3808334";"27089212";"10.1016/j.ejmech.2016.03.088";"2016";"Eur. J. Med. Chem.";"117";"59";"69";"";"";"";"";"";""
"CHEMBL3107284";"A";"Binding affinity to bovine serum albumin at 25 uM by fluorescence spectra analysis";"Bos taurus";"3";"3";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3102706";"24387661";"10.1021/np400360h";"2014";"J. Nat. Prod.";"77";"2";"8";"";"";"";"";"";""
"CHEMBL1921651";"A";"Binding affinity to bovine serum albumin assessed as decrease in fluorescence intensity at 1.5 x 10'-5 mol/L at pH 7.4 by fluorescence spectroscopy in presence of SO42+ anions";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL3773140";"A";"Binding affinity to bovine beta-lactoglobulin assessed as Stern-Volmer quenching constant at 300 K after 10 mins by fluorescence assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3769334";"26924214";"10.1016/j.bmc.2016.02.020";"2016";"Bioorg. Med. Chem.";"24";"1504";"1512";"";"";"";"";"";""
"CHEMBL4180780";"A";"Binding affinity to calf thymus duplex DNA assessed as red shift at 500 nanometer at 5 uM in presence of 100 mM KCl by UV-vis spectrophotometric analysis";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177642";"29089258";"10.1016/j.bmc.2017.10.014";"2017";"Bioorg Med Chem";"25";"6404";"6411";"";"";"";"";"";""
"CHEMBL1921380";"A";"Binding affinity to bovine serum albumin assessed as stem-volmer quenching constant at pH 7.4 at 308K by fluorescence spectroscopic analysis";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1914394";"21561769";"10.1016/j.bmcl.2011.04.026";"2011";"Bioorg. Med. Chem. Lett.";"21";"3798";"3804";"";"";"";"";"";""
"CHEMBL1246442";"A";"Metabolic stability of the compound in fetal bovine serum assessed as conversion of SKI-1 after 2 hrs by HPLC analysis";"Bos taurus";"1";"1";"BAO_0000366";"cell-free format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL1240447";"20598402";"10.1016/j.ejmech.2010.06.005";"2010";"Eur. J. Med. Chem.";"45";"4149";"4156";"";"";"";"";"";""
"CHEMBL4325805";"A";"Stability of the compound assessed as bovine chymotrypsin-mediated compound hydrolysis at 25 ug measured after 18 hrs by HPLC analysis";"Bos taurus";"2";"2";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4321885";"32003991";"10.1021/acs.jmedchem.9b01351";"2020";"J Med Chem";"63";"1576";"1596";"";"";"";"";"";""
"CHEMBL871515";"A";"Inhibition of bovine serum-catalyzed prodrug Val-Pro-NAP-TSAO-T conversion to parent drug NAP-TSAO-T";"Bos taurus";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL1146037";"16913724";"10.1021/jm0606490";"2006";"J. Med. Chem.";"49";"5339";"5351";"";"";"";"";"";""
"CHEMBL2215739";"A";"Binding affinity to bovine serum albumin at 16 uM by fluorescence assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL2203207";"23102654";"10.1016/j.bmcl.2012.09.056";"2012";"Bioorg. Med. Chem. Lett.";"22";"7183";"7188";"";"";"";"";"";""
"CHEMBL3538506";"A";"Cellular uptake in HEK293 cells assessed as bovine OATP1A2-mediated drug uptake at 5 uM at pH 7.4 after 1 min";"Bos taurus";"1";"1";"BAO_0000219";"cell-based format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"HEK293";"";"CHEMBL3525993";"23255551";"10.1124/dmd.112.047910";"2013";"Drug Metab. Dispos.";"41";"602";"607";"";"";"";"";"";""
"CHEMBL3863926";"A";"Binding affinity to BSA assessed as 1H-CPMG relaxation dispersion data changes at 2 mM in presence of 0.06 to 1 mM L-tryptophan by (1)H relaxation dispersion NMR spectroscopy";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3862034";"27933946";"10.1021/acs.jmedchem.6b01110";"2016";"J Med Chem";"59";"10788";"10793";"";"";"";"";"";""
"CHEMBL4411049";"A";"Stability in fetal bovine serum assessed as parent compound remaining measured after 12 hrs by RP-HPLC analysis";"Bos taurus";"3";"3";"BAO_0000366";"cell-free format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"CHEMBL3638229";"Serum";"";"";"CHEMBL4406918";"31857837";"10.1021/acsmedchemlett.9b00339";"2019";"ACS Med Chem Lett";"10";"1620";"1627";"";"";"";"";"";""
"CHEMBL3812998";"A";"Binding affinity to bovine serum albumin assessed as isoemissive point up to 20 uM by fluorescence spectroscopic analysis relative to control";"Bos taurus";"13";"13";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3808334";"27089212";"10.1016/j.ejmech.2016.03.088";"2016";"Eur. J. Med. Chem.";"117";"59";"69";"";"";"";"";"";""
"CHEMBL2404634";"A";"Cytotoxicity against MDBK cells by MTT assay";"Bos taurus";"13";"13";"BAO_0000219";"cell-based format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"9913";"A";"";"";"MDBK";"";"CHEMBL2401641";"23747225";"10.1016/j.bmcl.2013.04.052";"2013";"Bioorg. Med. Chem. Lett.";"23";"4258";"4262";"";"";"";"";"";""
"CHEMBL3813179";"A";"Binding affinity to rhodamine-labeled bovine serum albumin by SPOT screening assay";"Bos taurus";"1";"1";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL3808362";"27010220";"10.1021/acs.jmedchem.5b01536";"2016";"J. Med. Chem.";"59";"4019";"4025";"";"";"";"";"";""
"CHEMBL4180805";"A";"Binding affinity to calf thymus duplex DNA assessed as increase in melting temperature at 3 to 4.5 uM in presence of K+ by spectrophotometric analysis";"Bos taurus";"1";"1";"BAO_0000225";"nucleic acid format";"3";"3 - Target assigned is molecular non-protein target";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4177642";"29089258";"10.1016/j.bmc.2017.10.014";"2017";"Bioorg Med Chem";"25";"6404";"6411";"";"";"";"";"";""
"CHEMBL4265499";"A";"Binding affinity to bovine serum albumin assessed as decrease in protein fluorescence intensity up to 10 uM by fluorescence spectroscopic analysis";"Bos taurus";"9";"9";"BAO_0000357";"single protein format";"9";"9 - Direct single protein target assigned";"";"Scientific Literature";"9913";"A";"";"";"";"";"CHEMBL4261647";"30420325";"10.1016/j.bmc.2018.10.038";"2018";"Bioorg Med Chem";"26";"5911";"5921";"";"";"";"";"";""
